Location ID,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
12,42999,2245,29920,0, , 
1,42998,15994,79997,0, ,0.765698
2,42998,1569,25015,0, ,0.631436
3,42998,1175,31488,0,9570.167004,0.618495
4,42998,3730,63911,0, ,0.721834
5,42998,3319,44245,0, ,0.744864
6,42998,3785,48666,0, ,0.734386
7,42998,4853,72446,0, ,0.702511
8,42998,2639,38414,0, ,0.71754
11,42998,5858,42483,0, ,0.620997
12,42998,2245,29920,0, ,0.672372
1,42997,15994,79997,0, , 
2,42997,1569,25015,0, , 
3,42997,1175,31488,0,8783.462868, 
4,42997,3730,63911,0, , 
5,42997,3319,44245,0, , 
6,42997,3785,48666,0, , 
7,42997,4853,72446,0, , 
8,42997,2639,38414,0, , 
11,42997,5858,42483,0, , 
12,42997,2245,29920,0, , 
1,42996,15994,79997,0, , 
2,42996,1569,25015,0, , 
3,42996,1175,31488,2,26397.88668, 
4,42996,3730,63911,0, , 
5,42996,3319,44245,0, , 
6,42996,3785,48666,0, , 
7,42996,4853,72446,0, , 
8,42996,2639,38414,0, , 
11,42996,5858,42483,0, , 
12,42996,2245,29920,0, , 
1,42995,15994,79997,0, , 
2,42995,1569,25015,0, , 
3,42995,1173,31488,3,25671.9498, 
4,42995,3730,63911,0, , 
5,42995,3319,44245,0, , 
6,42995,3785,48666,0, , 
7,42995,4853,72446,0, , 
8,42995,2639,38414,0, , 
11,42995,5858,42483,0, , 
12,42995,2245,29920,0, , 
1,42994,15994,79997,0, , 
2,42994,1569,25015,4, , 
3,42994,1170,31488,1,26520.67524, 
4,42994,3730,63911,9, , 
5,42994,3319,44245,9, , 
6,42994,3785,48666,7, , 
7,42994,4853,72446,8, , 
8,42994,2639,38414,0, , 
11,42994,5858,42483,0, , 
12,42994,2245,29920,0, , 
1,42993,15994,79997,0, , 
2,42993,1565,25015,2, , 
3,42993,1169,31488,0,12687.54456, 
4,42993,3721,63911,-10, , 
5,42993,3310,44245,3, , 
6,42993,3778,48666,-7, , 
7,42993,4845,72446,-21, , 
8,42993,2639,38414,0, , 
11,42993,5858,42483,0, , 
12,42993,2245,29920,0, , 
1,42992,15994,79997,125, , 
2,42992,1563,25015,5, , 
3,42992,1169,31488,3, , 
4,42992,3731,63911,34, , 
5,42992,3307,44245,29, , 
6,42992,3785,48666,11, , 
7,42992,4866,72446,30, , 
8,42992,2639,38414,0, , 
11,42992,5858,42483,0, , 
12,42992,2245,29920,0, , 
1,42991,15869,79997,0, ,0.755425
2,42991,1558,25015,1, ,0.626248
3,42991,1166,31488,7,41527.03992,0.615409
4,42991,3697,63911,0, ,0.717165
5,42991,3278,44245,0, ,0.739204
6,42991,3774,48666,0, ,0.728891
7,42991,4836,72446,0, ,0.698041
8,42991,2639,38414,0, ,0.713335
11,42991,5858,42483,0, ,0.612787
12,42991,2245,29920,0, ,0.667077
1,42990,15869,79997,0, , 
2,42990,1557,25015,16, , 
3,42990,1159,31488,2,32860.41384, 
4,42990,3697,63911,0, , 
5,42990,3278,44245,0, , 
6,42990,3774,48666,0, , 
7,42990,4836,72446,0, , 
8,42990,2639,38414,0, , 
11,42990,5858,42483,0, , 
12,42990,2245,29920,0, , 
1,42989,15869,79997,0, , 
2,42989,1541,25015,0, , 
3,42989,1157,31488,2,51825.91968, 
4,42989,3697,63911,12, , 
5,42989,3278,44245,19, , 
6,42989,3774,48666,9, , 
7,42989,4836,72446,9, , 
8,42989,2639,38414,0, , 
11,42989,5858,42483,0, , 
12,42989,2245,29920,0, , 
1,42988,15869,79997,0, , 
2,42988,1541,25015,0, , 
3,42988,1155,31488,4,51664.67496, 
4,42988,3685,63911,9, , 
5,42988,3259,44245,7, , 
6,42988,3765,48666,3, , 
7,42988,4827,72446,13, , 
8,42988,2639,38414,0, , 
11,42988,5858,42483,0, , 
12,42988,2245,29920,0, , 
1,42987,15869,79997,0, , 
2,42987,1541,25015,6, , 
3,42987,1151,31488,0,26713.87416, 
4,42987,3676,63911,0, , 
5,42987,3252,44245,0, , 
6,42987,3762,48666,0, , 
7,42987,4814,72446,0, , 
8,42987,2639,38414,0, , 
11,42987,5858,42483,0, , 
12,42987,2245,29920,0, , 
1,42986,15869,79997,0, , 
2,42986,1535,25015,0, , 
3,42986,1151,31488,1,51280.65864, 
4,42986,3676,63911,17, , 
5,42986,3252,44245,9, , 
6,42986,3762,48666,14, , 
7,42986,4814,72446,11, , 
8,42986,2639,38414,6, , 
11,42986,5858,42483,32, , 
12,42986,2245,29920,9, , 
1,42985,15869,79997,153, , 
2,42985,1535,25015,3, , 
3,42985,1150,31488,3,45208.38996, 
4,42985,3659,63911,0, , 
5,42985,3243,44245,0, , 
6,42985,3748,48666,0, , 
7,42985,4803,72446,0, , 
8,42985,2633,38414,20, , 
11,42985,5826,42483,26, , 
12,42985,2236,29920,13, , 
1,42984,15716,79997,0, ,0.744502
2,42984,1532,25015,13, ,0.620745
3,42984,1147,31488,0,25546.44012,0.61156
4,42984,3659,63911,11, ,0.712171
5,42984,3243,44245,5, ,0.732696
6,42984,3748,48666,10, ,0.722516
7,42984,4803,72446,14, ,0.693317
8,42984,2613,38414,7, ,0.707737
11,42984,5800,42483,33, ,0.603031
12,42984,2223,29920,16, ,0.660961
1,42983,15716,79997,0, , 
2,42983,1519,25015,0, , 
3,42983,1147,31488,5,29924.36748, 
4,42983,3648,63911,3, , 
5,42983,3238,44245,0, , 
6,42983,3738,48666,5, , 
7,42983,4789,72446,2, , 
8,42983,2606,38414,0, , 
11,42983,5767,42483,0, , 
12,42983,2207,29920,0, , 
1,42982,15716,79997,0, , 
2,42982,1519,25015,0, , 
3,42982,1142,31488,6,101025.4182, 
4,42982,3645,63911,7, , 
5,42982,3238,44245,12, , 
6,42982,3733,48666,12, , 
7,42982,4787,72446,3, , 
8,42982,2606,38414,0, , 
11,42982,5767,42483,0, , 
12,42982,2207,29920,0, , 
1,42981,15716,79997,0, , 
2,42981,1519,25015,0, , 
3,42981,1136,31488,0,22622.75088, 
4,42981,3638,63911,11, , 
5,42981,3226,44245,11, , 
6,42981,3721,48666,3, , 
7,42981,4784,72446,8, , 
8,42981,2606,38414,12, , 
11,42981,5767,42483,16, , 
12,42981,2207,29920,10, , 
1,42980,15716,79997,0, , 
2,42980,1519,25015,4, , 
3,42980,1136,31488,1,23183.76588, 
4,42980,3627,63911,11, , 
5,42980,3215,44245,16, , 
6,42980,3718,48666,12, , 
7,42980,4776,72446,15, , 
8,42980,2594,38414,21, , 
11,42980,5751,42483,30, , 
12,42980,2197,29920,25, , 
1,42979,15716,79997,0, , 
2,42979,1515,25015,1, , 
3,42979,1135,31488,4,55506.97956, 
4,42979,3616,63911,50, , 
5,42979,3199,44245,35, , 
6,42979,3706,48666,66, , 
7,42979,4761,72446,79, , 
8,42979,2573,38414,13, , 
11,42979,5721,42483,13, , 
12,42979,2172,29920,15, , 
1,42978,15716,79997,273, , 
2,42978,1514,25015,7, , 
3,42978,1131,31488,11,281744.3736, 
4,42978,3566,63911,0, , 
5,42978,3164,44245,0, , 
6,42978,3640,48666,0, , 
7,42978,4682,72446,0, , 
8,42978,2560,38414,23, , 
11,42978,5708,42483,28, , 
12,42978,2157,29920,10, , 
1,42977,15443,79997,0, ,0.735983
2,42977,1507,25015,18, ,0.615989
3,42977,1120,31488,0,22221.945,0.608188
4,42977,3566,63911,0, ,0.707058
5,42977,3164,44245,0, ,0.726675
6,42977,3640,48666,0, ,0.715134
7,42977,4682,72446,0, ,0.688351
8,42977,2537,38414,20, ,0.702319
11,42977,5680,42483,54, ,0.592942
12,42977,2147,29920,18, ,0.654709
1,42976,15443,79997,0, , 
2,42976,1489,25015,3, , 
3,42976,1120,31488,0,37473.279, 
4,42976,3566,63911,5, , 
5,42976,3164,44245,4, , 
6,42976,3640,48666,-1, , 
7,42976,4682,72446,3, , 
8,42976,2517,38414,6, , 
11,42976,5626,42483,1, , 
12,42976,2129,29920,1, , 
1,42975,15443,79997,0, , 
2,42975,1486,25015,0, , 
3,42975,1120,31488,5,43592.36124, 
4,42975,3561,63911,2, , 
5,42975,3160,44245,2, , 
6,42975,3641,48666,3, , 
7,42975,4679,72446,15, , 
8,42975,2511,38414,0, , 
11,42975,5625,42483,0, , 
12,42975,2128,29920,0, , 
1,42974,15443,79997,0, , 
2,42974,1486,25015,0, , 
3,42974,1115,31488,11,57421.70472, 
4,42974,3559,63911,30, , 
5,42974,3158,44245,11, , 
6,42974,3638,48666,18, , 
7,42974,4664,72446,23, , 
8,42974,2511,38414,13, , 
11,42974,5625,42483,11, , 
12,42974,2128,29920,10, , 
1,42973,15443,79997,0, , 
2,42973,1486,25015,9, , 
3,42973,1104,31488,2,166736.4384, 
4,42973,3529,63911,37, , 
5,42973,3147,44245,16, , 
6,42973,3620,48666,24, , 
7,42973,4641,72446,21, , 
8,42973,2498,38414,19, , 
11,42973,5614,42483,17, , 
12,42973,2118,29920,9, , 
1,42972,15443,79997,0, , 
2,42972,1477,25015,2, , 
3,42972,1102,31488,5,31560.98196, 
4,42972,3492,63911,0, , 
5,42972,3131,44245,0, , 
6,42972,3596,48666,0, , 
7,42972,4620,72446,0, , 
8,42972,2479,38414,16, , 
11,42972,5597,42483,10, , 
12,42972,2109,29920,9, , 
1,42971,15443,79997,278, , 
2,42971,1475,25015,3, , 
3,42971,1097,31488,4,124649.7384, 
4,42971,3492,63911,36, , 
5,42971,3131,44245,31, , 
6,42971,3596,48666,42, , 
7,42971,4620,72446,30, , 
8,42971,2463,38414,15, , 
11,42971,5587,42483,21, , 
12,42971,2100,29920,7, , 
1,42970,15165,79997,0, ,0.723778
2,42970,1472,25015,7, ,0.610801
3,42970,1093,31488,10,69102.0768,0.603576
4,42970,3456,63911,0, ,0.701485
5,42970,3100,44245,0, ,0.720549
6,42970,3554,48666,0, ,0.707227
7,42970,4590,72446,0, ,0.682811
8,42970,2448,38414,12, ,0.695792
11,42970,5566,42483,9, ,0.580593
12,42970,2093,29920,7, ,0.645656
1,42969,15165,79997,0, , 
2,42969,1465,25015,9, , 
3,42969,1083,31488,3,72483.6402, 
4,42969,3456,63911,0, , 
5,42969,3100,44245,1, , 
6,42969,3554,48666,0, , 
7,42969,4590,72446,0, , 
8,42969,2436,38414,3, , 
11,42969,5557,42483,9, , 
12,42969,2086,29920,8, , 
1,42968,15165,79997,0, , 
2,42968,1456,25015,4, , 
3,42968,1080,31488,19,93452.28996, 
4,42968,3456,63911,7, , 
5,42968,3099,44245,4, , 
6,42968,3554,48666,8, , 
7,42968,4590,72446,5, , 
8,42968,2433,38414,-1, , 
11,42968,5548,42483,1, , 
12,42968,2078,29920,1, , 
1,42967,15165,79997,0, , 
2,42967,1452,25015,0, , 
3,42967,1061,31488,0,40081.80564, 
4,42967,3449,63911,47, , 
5,42967,3095,44245,35, , 
6,42967,3546,48666,47, , 
7,42967,4585,72446,69, , 
8,42967,2434,38414,17, , 
11,42967,5547,42483,43, , 
12,42967,2077,29920,35, , 
1,42966,15165,79997,0, , 
2,42966,1452,25015,0, , 
3,42966,1061,31488,0,77539.37328, 
4,42966,3402,63911,0, , 
5,42966,3060,44245,0, , 
6,42966,3499,48666,0, , 
7,42966,4516,72446,0, , 
8,42966,2417,38414,0, , 
11,42966,5504,42483,0, , 
12,42966,2042,29920,0, , 
1,42965,15165,79997,0, , 
2,42965,1452,25015,0, , 
3,42965,1061,31488,0,40175.1372, 
4,42965,3402,63911,0, , 
5,42965,3060,44245,0, , 
6,42965,3499,48666,0, , 
7,42965,4516,72446,0, , 
8,42965,2417,38414,0, , 
11,42965,5504,42483,0, , 
12,42965,2042,29920,0, , 
1,42964,15165,79997,277, , 
2,42964,1452,25015,3, , 
3,42964,1061,31488,7,78946.56864, 
4,42964,3402,63911,18, , 
5,42964,3060,44245,8, , 
6,42964,3499,48666,7, , 
7,42964,4516,72446,11, , 
8,42964,2417,38414,6, , 
11,42964,5504,42483,20, , 
12,42964,2042,29920,6, , 
1,42963,14888,79997,0, ,0.714225
2,42963,1449,25015,6, ,0.603923
3,42963,1054,31488,12, ,0.599758
4,42963,3384,63911,22, ,0.695512
5,42963,3052,44245,14, ,0.713807
6,42963,3492,48666,19, ,0.700432
7,42963,4505,72446,14, ,0.677444
8,42963,2411,38414,16, ,0.68924
11,42963,5484,42483,19, ,0.569481
12,42963,2036,29920,7, ,0.639165
1,42962,14888,79997,0, , 
2,42962,1443,25015,4, , 
3,42962,1042,31488,1,126983.7936, 
4,42962,3362,63911,6, , 
5,42962,3038,44245,6, , 
6,42962,3473,48666,4, , 
7,42962,4491,72446,2, , 
8,42962,2395,38414,11, , 
11,42962,5465,42483,12, , 
12,42962,2029,29920,15, , 
1,42961,14888,79997,210, , 
2,42961,1439,25015,12, , 
3,42961,1041,31488,26,86844.69636, 
4,42961,3356,63911,46, , 
5,42961,3032,44245,33, , 
6,42961,3469,48666,70, , 
7,42961,4489,72446,74, , 
8,42961,2384,38414,33, , 
11,42961,5453,42483,79, , 
12,42961,2014,29920,53, , 
1,42960,14678,79997,0, , 
2,42960,1427,25015,0, , 
3,42960,1015,31488,0,84369.3486, 
4,42960,3310,63911,0, , 
5,42960,2999,44245,0, , 
6,42960,3399,48666,0, , 
7,42960,4415,72446,0, , 
8,42960,2351,38414,0, , 
11,42960,5374,42483,0, , 
12,42960,1961,29920,0, , 
1,42959,14678,79997,0, , 
2,42959,1427,25015,0, , 
3,42959,1015,31488,0,33937.82772, 
4,42959,3310,63911,0, , 
5,42959,2999,44245,0, , 
6,42959,3399,48666,0, , 
7,42959,4415,72446,0, , 
8,42959,2351,38414,0, , 
11,42959,5374,42483,0, , 
12,42959,1961,29920,0, , 
1,42958,14678,79997,0, , 
2,42958,1427,25015,0, , 
3,42958,1015,31488,0,51017.8434, 
4,42958,3310,63911,0, , 
5,42958,2999,44245,0, , 
6,42958,3399,48666,0, , 
7,42958,4415,72446,0, , 
8,42958,2351,38414,0, , 
11,42958,5374,42483,0, , 
12,42958,1961,29920,0, , 
1,42957,14678,79997,0, , 
2,42957,1427,25015,0, , 
3,42957,1015,31488,0,145554.15, 
4,42957,3310,63911,0, , 
5,42957,2999,44245,0, , 
6,42957,3399,48666,0, , 
7,42957,4415,72446,0, , 
8,42957,2351,38414,0, , 
11,42957,5374,42483,0, , 
12,42957,1961,29920,0, , 
1,42956,14678,79997,0, ,0.704885
2,42956,1427,25015,0, ,0.59783
3,42956,1015,31488,7,160287.6036,0.596164
4,42956,3310,63911,0, ,0.689629
5,42956,2999,44245,0, ,0.708635
6,42956,3399,48666,0, ,0.694665
7,42956,4415,72446,0, ,0.672921
8,42956,2351,38414,0, ,0.683513
11,42956,5374,42483,0, ,0.560653
12,42956,1961,29920,0, ,0.633733
1,42955,14678,79997,0, , 
2,42955,1427,25015,17, , 
3,42955,1008,31488,7,62342.73564, 
4,42955,3310,63911,14, , 
5,42955,2999,44245,8, , 
6,42955,3399,48666,19, , 
7,42955,4415,72446,19, , 
8,42955,2351,38414,10, , 
11,42955,5374,42483,39, , 
12,42955,1961,29920,12, , 
1,42954,14678,79997,0, , 
2,42954,1410,25015,0, , 
3,42954,1001,31488,8,193484.4804, 
4,42954,3296,63911,3, , 
5,42954,2991,44245,1, , 
6,42954,3380,48666,9, , 
7,42954,4396,72446,5, , 
8,42954,2341,38414,0, , 
11,42954,5335,42483,0, , 
12,42954,1949,29920,0, , 
1,42953,14678,79997,0, , 
2,42953,1410,25015,0, , 
3,42953,993,31488,4,39987.46524, 
4,42953,3293,63911,0, , 
5,42953,2990,44245,0, , 
6,42953,3371,48666,0, , 
7,42953,4391,72446,0, , 
8,42953,2341,38414,8, , 
11,42953,5335,42483,10, , 
12,42953,1949,29920,13, , 
1,42952,14678,79997,0, , 
2,42952,1410,25015,1, , 
3,42952,989,31488,2,18358.31328, 
4,42952,3293,63911,17, , 
5,42952,2990,44245,12, , 
6,42952,3371,48666,14, , 
7,42952,4391,72446,18, , 
8,42952,2333,38414,14, , 
11,42952,5325,42483,24, , 
12,42952,1936,29920,9, , 
1,42951,14678,79997,0, , 
2,42951,1409,25015,5, , 
3,42951,987,31488,8, , 
4,42951,3276,63911,11, , 
5,42951,2978,44245,4, , 
6,42951,3357,48666,5, , 
7,42951,4373,72446,15, , 
8,42951,2319,38414,0, , 
11,42951,5301,42483,0, , 
12,42951,1927,29920,0, , 
1,42950,14678,79997,241, , 
2,42950,1404,25015,10, , 
3,42950,979,31488,14,68265.80244, 
4,42950,3265,63911,17, , 
5,42950,2974,44245,13, , 
6,42950,3352,48666,24, , 
7,42950,4358,72446,29, , 
8,42950,2319,38414,1, , 
11,42950,5301,42483,6, , 
12,42950,1927,29920,5, , 
1,42949,14437,79997,0, ,0.695501
2,42949,1394,25015,0, ,0.592996
3,42949,965,31488,1,74813.26224,0.592442
4,42949,3248,63911,0, ,0.684767
5,42949,2961,44245,0, ,0.703292
6,42949,3328,48666,0, ,0.68982
7,42949,4329,72446,0, ,0.668438
8,42949,2318,38414,30, ,0.678095
11,42949,5295,42483,60, ,0.552039
12,42949,1922,29920,31, ,0.628814
1,42948,14437,79997,0, , 
2,42948,1394,25015,8, , 
3,42948,964,31488,4,36810.81036, 
4,42948,3248,63911,7, , 
5,42948,2961,44245,1, , 
6,42948,3328,48666,7, , 
7,42948,4329,72446,4, , 
8,42948,2288,38414,0, , 
11,42948,5235,42483,0, , 
12,42948,1891,29920,0, , 
1,42947,14437,79997,0, , 
2,42947,1386,25015,0, , 
3,42947,960,31488,1,38716.15488, 
4,42947,3241,63911,5, , 
5,42947,2960,44245,15, , 
6,42947,3321,48666,9, , 
7,42947,4325,72446,15, , 
8,42947,2288,38414,0, , 
11,42947,5235,42483,0, , 
12,42947,1891,29920,0, , 
1,42946,14437,79997,0, , 
2,42946,1386,25015,0, , 
3,42946,959,31488,7,72017.18316, 
4,42946,3236,63911,12, , 
5,42946,2945,44245,12, , 
6,42946,3312,48666,31, , 
7,42946,4310,72446,53, , 
8,42946,2288,38414,1, , 
11,42946,5235,42483,6, , 
12,42946,1891,29920,6, , 
1,42945,14437,79997,0, , 
2,42945,1386,25015,7, , 
3,42945,952,31488,0,83499.20016, 
4,42945,3224,63911,0, , 
5,42945,2933,44245,0, , 
6,42945,3281,48666,0, , 
7,42945,4257,72446,0, , 
8,42945,2287,38414,5, , 
11,42945,5229,42483,18, , 
12,42945,1885,29920,9, , 
1,42944,14437,79997,0, , 
2,42944,1379,25015,2, , 
3,42944,952,31488,0,29197.3914, 
4,42944,3224,63911,13, , 
5,42944,2933,44245,17, , 
6,42944,3281,48666,26, , 
7,42944,4257,72446,15, , 
8,42944,2282,38414,6, , 
11,42944,5211,42483,19, , 
12,42944,1876,29920,9, , 
1,42943,14437,79997,196, , 
2,42943,1377,25015,8, , 
3,42943,952,31488,11,36480.24396, 
4,42943,3211,63911,0, , 
5,42943,2916,44245,0, , 
6,42943,3255,48666,0, , 
7,42943,4242,72446,0, , 
8,42943,2276,38414,4, , 
11,42943,5192,42483,5, , 
12,42943,1867,29920,3, , 
1,42942,14241,79997,0, ,0.686375
2,42942,1369,25015,1, ,0.588358
3,42942,941,31488,11,10273.1855,0.589706
4,42942,3211,63911,16, ,0.679047
5,42942,2916,44245,7, ,0.69812
6,42942,3255,48666,19, ,0.684241
7,42942,4242,72446,15, ,0.663593
8,42942,2272,38414,4, ,0.673322
11,42942,5187,42483,20, ,0.545186
12,42942,1864,29920,24, ,0.624782
1,42941,14241,79997,0, , 
2,42941,1368,25015,7, , 
3,42941,930,31488,3,34626.74496, 
4,42941,3195,63911,1, , 
5,42941,2909,44245,0, , 
6,42941,3236,48666,1, , 
7,42941,4227,72446,0, , 
8,42941,2268,38414,6, , 
11,42941,5167,42483,24, , 
12,42941,1840,29920,9, , 
1,42940,14241,79997,0, , 
2,42940,1361,25015,0, , 
3,42940,927,31488,7,34816.50348, 
4,42940,3194,63911,4, , 
5,42940,2909,44245,5, , 
6,42940,3235,48666,10, , 
7,42940,4227,72446,14, , 
8,42940,2262,38414,0, , 
11,42940,5143,42483,0, , 
12,42940,1831,29920,0, , 
1,42939,14241,79997,0, , 
2,42939,1361,25015,0, , 
3,42939,920,31488,10,11249.11884, 
4,42939,3190,63911,5, , 
5,42939,2904,44245,8, , 
6,42939,3225,48666,18, , 
7,42939,4213,72446,15, , 
8,42939,2262,38414,4, , 
11,42939,5143,42483,19, , 
12,42939,1831,29920,3, , 
1,42938,14241,79997,0, , 
2,42938,1361,25015,4, , 
3,42938,910,31488,0,8309.68056, 
4,42938,3185,63911,7, , 
5,42938,2896,44245,4, , 
6,42938,3207,48666,8, , 
7,42938,4198,72446,12, , 
8,42938,2258,38414,10, , 
11,42938,5124,42483,24, , 
12,42938,1828,29920,15, , 
1,42937,14241,79997,0, , 
2,42937,1357,25015,3, , 
3,42937,910,31488,5,33063.31608, 
4,42937,3178,63911,83, , 
5,42937,2892,44245,36, , 
6,42937,3199,48666,92, , 
7,42937,4186,72446,79, , 
8,42937,2248,38414,1, , 
11,42937,5100,42483,4, , 
12,42937,1813,29920,6, , 
1,42936,14241,79997,124, , 
2,42936,1354,25015,0, , 
3,42936,905,31488,3,7101.185652, 
4,42936,3095,63911,0, , 
5,42936,2856,44245,0, , 
6,42936,3107,48666,0, , 
7,42936,4107,72446,0, , 
8,42936,2247,38414,1, , 
11,42936,5096,42483,4, , 
12,42936,1807,29920,4, , 
1,42935,14117,79997,0, ,0.676699
2,42935,1354,25015,3, ,0.58317
3,42935,902,31488,9,17610.99384,0.585984
4,42935,3095,63911,0, ,0.673445
5,42935,2856,44245,0, ,0.693223
6,42935,3107,48666,0, ,0.679523
7,42935,4107,72446,0, ,0.659203
8,42935,2246,38414,5, ,0.668885
11,42935,5092,42483,13, ,0.538429
12,42935,1803,29920,9, ,0.619931
1,42934,14117,79997,0, , 
2,42934,1351,25015,4, , 
3,42934,893,31488,1,34210.04076, 
4,42934,3095,63911,0, , 
5,42934,2856,44245,0, , 
6,42934,3107,48666,0, , 
7,42934,4107,72446,0, , 
8,42934,2241,38414,3, , 
11,42934,5079,42483,1, , 
12,42934,1794,29920,2, , 
1,42933,14117,79997,0, , 
2,42933,1347,25015,0, , 
3,42933,892,31488,4,21749.91672, 
4,42933,3095,63911,0, , 
5,42933,2856,44245,0, , 
6,42933,3107,48666,0, , 
7,42933,4107,72446,0, , 
8,42933,2238,38414,0, , 
11,42933,5078,42483,0, , 
12,42933,1792,29920,0, , 
1,42932,14117,79997,0, , 
2,42932,1347,25015,0, , 
3,42932,888,31488,5,14787.15804, 
4,42932,3095,63911,0, , 
5,42932,2856,44245,0, , 
6,42932,3107,48666,0, , 
7,42932,4107,72446,0, , 
8,42932,2238,38414,1, , 
11,42932,5078,42483,12, , 
12,42932,1792,29920,7, , 
1,42931,14117,79997,0, , 
2,42931,1347,25015,3, , 
3,42931,883,31488,2,124712.7228, 
4,42931,3095,63911,0, , 
5,42931,2856,44245,0, , 
6,42931,3107,48666,0, , 
7,42931,4107,72446,0, , 
8,42931,2237,38414,4, , 
11,42931,5066,42483,10, , 
12,42931,1785,29920,8, , 
1,42930,14117,79997,0, , 
2,42930,1344,25015,-1, , 
3,42930,881,31488,3,123352.5072, 
4,42930,3095,63911,0, , 
5,42930,2856,44245,0, , 
6,42930,3107,48666,0, , 
7,42930,4107,72446,0, , 
8,42930,2233,38414,4, , 
11,42930,5056,42483,29, , 
12,42930,1777,29920,4, , 
1,42929,14117,79997,76, , 
2,42929,1345,25015,3, , 
3,42929,878,31488,2,22485.43332, 
4,42929,3095,63911,0, , 
5,42929,2856,44245,0, , 
6,42929,3107,48666,0, , 
7,42929,4107,72446,0, , 
8,42929,2229,38414,2, , 
11,42929,5027,42483,3, , 
12,42929,1773,29920,-1, , 
1,42928,14041,79997,0, ,0.663842
2,42928,1342,25015,1, ,0.577863
3,42928,876,31488,4,20658.50388,0.582358
4,42928,3095,63911,0, ,0.667116
5,42928,2856,44245,0, ,0.687371
6,42928,3107,48666,0, ,0.673441
7,42928,4107,72446,0, ,0.653208
8,42928,2227,38414,2, ,0.663519
11,42928,5024,42483,17, ,0.529053
12,42928,1774,29920,9, ,0.615319
1,42927,14041,79997,0, , 
2,42927,1341,25015,4, , 
3,42927,872,31488,0,13493.45292, 
4,42927,3095,63911,0, , 
5,42927,2856,44245,0, , 
6,42927,3107,48666,0, , 
7,42927,4107,72446,0, , 
8,42927,2225,38414,0, , 
11,42927,5007,42483,0, , 
12,42927,1765,29920,0, , 
1,42926,14041,79997,0, , 
2,42926,1337,25015,0, , 
3,42926,872,31488,1,24886.31736, 
4,42926,3095,63911,0, , 
5,42926,2856,44245,0, , 
6,42926,3107,48666,0, , 
7,42926,4107,72446,0, , 
8,42926,2225,38414,0, , 
11,42926,5007,42483,0, , 
12,42926,1765,29920,0, , 
1,42925,14041,79997,0, , 
2,42925,1337,25015,0, , 
3,42925,871,31488,0,22431.64908, 
4,42925,3095,63911,0, , 
5,42925,2856,44245,0, , 
6,42925,3107,48666,0, , 
7,42925,4107,72446,0, , 
8,42925,2225,38414,2, , 
11,42925,5007,42483,27, , 
12,42925,1765,29920,8, , 
1,42924,14041,79997,0, , 
2,42924,1337,25015,0, , 
3,42924,871,31488,1,13376.28396, 
4,42924,3095,63911,0, , 
5,42924,2856,44245,0, , 
6,42924,3107,48666,0, , 
7,42924,4107,72446,0, , 
8,42924,2223,38414,2, , 
11,42924,4980,42483,34, , 
12,42924,1757,29920,1, , 
1,42923,14041,79997,0, , 
2,42923,1337,25015,0, , 
3,42923,870,31488,1,14037.47436, 
4,42923,3095,63911,1, , 
5,42923,2856,44245,1, , 
6,42923,3107,48666,6, , 
7,42923,4107,72446,-1, , 
8,42923,2221,38414,2, , 
11,42923,4946,42483,5, , 
12,42923,1756,29920,2, , 
1,42922,14041,79997,37, , 
2,42922,1337,25015,2, , 
3,42922,869,31488,1,8705.98662, 
4,42922,3094,63911,5, , 
5,42922,2855,44245,3, , 
6,42922,3101,48666,11, , 
7,42922,4108,72446,6, , 
8,42922,2219,38414,3, , 
