Location ID,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
1,43080,17418,79997,0, , 
2,43080,1692,25015,0, , 
3,43080,1316,31488,0,46513.1774, 
4,43080,4134,63911,0, , 
5,43080,3659,44245,0, , 
6,43080,4053,48666,0, , 
7,43080,5259,72446,0, , 
8,43080,3027,38414,0, , 
11,43080,6287,42483,0, , 
12,43080,2557,29920,0, , 
1,43079,17418,79997,0, , 
2,43079,1692,25015,0, , 
3,43079,1316,31488,0,44676.7422, 
4,43079,4134,63911,0, , 
5,43079,3659,44245,0, , 
6,43079,4053,48666,0, , 
7,43079,5259,72446,0, , 
8,43079,3027,38414,0, , 
11,43079,6287,42483,0, , 
12,43079,2557,29920,0, , 
1,43078,17418,79997,0, , 
2,43078,1692,25015,0, , 
3,43078,1316,31488,0,47873.5683, 
4,43078,4134,63911,0, , 
5,43078,3659,44245,0, , 
6,43078,4053,48666,0, , 
7,43078,5259,72446,0, , 
8,43078,3027,38414,0, , 
11,43078,6287,42483,0, , 
12,43078,2557,29920,0, , 
1,43077,17418,79997,0, , 
2,43077,1692,25015,0, , 
3,43077,1316,31488,0,30397.2379, 
4,43077,4134,63911,0, , 
5,43077,3659,44245,0, , 
6,43077,4053,48666,0, , 
7,43077,5259,72446,0, , 
8,43077,3027,38414,0, , 
11,43077,6287,42483,0, , 
12,43077,2557,29920,0, , 
1,43076,17418,79997,0, , 
2,43076,1692,25015,0, , 
3,43076,1316,31488,0,38853.9299, 
4,43076,4134,63911,0, , 
5,43076,3659,44245,0, , 
6,43076,4053,48666,0, , 
7,43076,5259,72446,0, , 
8,43076,3027,38414,0, , 
11,43076,6287,42483,0, , 
12,43076,2557,29920,0, , 
1,43075,17418,79997,0, ,0.835602
2,43075,1692,25015,4, ,0.675458
3,43075,1316,31488,4,42249.7139,0.651132
4,43075,4134,63911,8, ,0.766977
5,43075,3659,44245,2, ,0.788917
6,43075,4053,48666,6, ,0.782455
7,43075,5259,72446,18, ,0.741227
8,43075,3027,38414,0, ,0.761757
11,43075,6287,42483,0, ,0.676177
12,43075,2557,29920,0, ,0.713061
1,43074,17418,79997,0, , 
2,43074,1688,25015,6, , 
3,43074,1312,31488,1,36782.405, 
4,43074,4126,63911,9, , 
5,43074,3657,44245,7, , 
6,43074,4047,48666,5, , 
7,43074,5241,72446,19, , 
8,43074,3027,38414,0, , 
11,43074,6287,42483,1, , 
12,43074,2557,29920,-1, , 
1,43073,17418,79997,0, , 
2,43073,1682,25015,0, , 
3,43073,1311,31488,8,41138.8766, 
4,43073,4117,63911,0, , 
5,43073,3650,44245,0, , 
6,43073,4042,48666,0, , 
7,43073,5222,72446,0, , 
8,43073,3027,38414,0, , 
11,43073,6286,42483,0, , 
12,43073,2558,29920,0, , 
1,43072,17418,79997,0, , 
2,43072,1682,25015,0, , 
3,43072,1303,31488,3,29930.8609, 
4,43072,4117,63911,11, , 
5,43072,3650,44245,20, , 
6,43072,4042,48666,10, , 
7,43072,5222,72446,19, , 
8,43072,3027,38414,14, , 
11,43072,6286,42483,11, , 
12,43072,2558,29920,5, , 
1,43071,17418,79997,0, , 
2,43071,1682,25015,4, , 
3,43071,1300,31488,1,41995.1573, 
4,43071,4106,63911,7, , 
5,43071,3630,44245,8, , 
6,43071,4032,48666,4, , 
7,43071,5203,72446,22, , 
8,43071,3013,38414,5, , 
11,43071,6275,42483,9, , 
12,43071,2553,29920,2, , 
1,43070,17418,79997,0, , 
2,43070,1678,25015,6, , 
3,43070,1299,31488,1,49941.8164, 
4,43070,4099,63911,3, , 
5,43070,3622,44245,4, , 
6,43070,4028,48666,4, , 
7,43070,5181,72446,0, , 
8,43070,3008,38414,3, , 
11,43070,6266,42483,9, , 
12,43070,2551,29920,2, , 
1,43069,17418,79997,152, , 
2,43069,1672,25015,1, , 
3,43069,1298,31488,2,65161.0028, 
4,43069,4096,63911,2, , 
5,43069,3618,44245,0, , 
6,43069,4024,48666,3, , 
7,43069,5181,72446,3, , 
8,43069,3005,38414,4, , 
11,43069,6257,42483,0, , 
12,43069,2549,29920,2, , 
1,43068,17266,79997,0, ,0.82198
2,43068,1671,25015,2, ,0.665553
3,43068,1296,31488,0,45155.257,0.64178
4,43068,4094,63911,2, ,0.752838
5,43068,3618,44245,2, ,0.779547
6,43068,4021,48666,0, ,0.77243
7,43068,5178,72446,7, ,0.731538
8,43068,3001,38414,12, ,0.747569
11,43068,6257,42483,10, ,0.667016
12,43068,2547,29920,13, ,0.702675
1,43067,17266,79997,0, , 
2,43067,1669,25015,5, , 
3,43067,1296,31488,0,64760.4745, 
4,43067,4092,63911,6, , 
5,43067,3616,44245,9, , 
6,43067,4021,48666,3, , 
7,43067,5171,72446,8, , 
8,43067,2989,38414,9, , 
11,43067,6247,42483,13, , 
12,43067,2534,29920,6, , 
1,43066,17266,79997,0, , 
2,43066,1664,25015,0, , 
3,43066,1296,31488,8,114342.218, 
4,43066,4086,63911,12, , 
5,43066,3607,44245,9, , 
6,43066,4018,48666,6, , 
7,43066,5163,72446,17, , 
8,43066,2980,38414,0, , 
11,43066,6234,42483,0, , 
12,43066,2528,29920,0, , 
1,43065,17266,79997,0, , 
2,43065,1664,25015,0, , 
3,43065,1288,31488,1,46917.1183, 
4,43065,4074,63911,0, , 
5,43065,3598,44245,0, , 
6,43065,4012,48666,0, , 
7,43065,5146,72446,0, , 
8,43065,2980,38414,0, , 
11,43065,6234,42483,0, , 
12,43065,2528,29920,0, , 
1,43064,17266,79997,0, , 
2,43064,1664,25015,0, , 
3,43064,1287,31488,-1,14258.954, 
4,43064,4074,63911,-1, , 
5,43064,3598,44245,0, , 
6,43064,4012,48666,0, , 
7,43064,5146,72446,0, , 
8,43064,2980,38414,0, , 
11,43064,6234,42483,0, , 
12,43064,2528,29920,0, , 
1,43063,17266,79997,0, , 
2,43063,1664,25015,0, , 
3,43063,1288,31488,1, , 
4,43063,4075,63911,4, , 
5,43063,3598,44245,0, , 
6,43063,4012,48666,0, , 
7,43063,5146,72446,6, , 
8,43063,2980,38414,5, , 
11,43063,6234,42483,1, , 
12,43063,2528,29920,2, , 
1,43062,17266,79997,-367, , 
2,43062,1664,25015,1, , 
3,43062,1287,31488,4,59016.901, 
4,43062,4071,63911,5, , 
5,43062,3598,44245,1, , 
6,43062,4012,48666,3, , 
7,43062,5140,72446,2, , 
8,43062,2975,38414,-1, , 
11,43062,6233,42483,1, , 
12,43062,2526,29920,2, , 
1,43061,17633,79997,0, ,0.81599
2,43061,1663,25015,2, ,0.660915
3,43061,1283,31488,4,12885.3159,0.637581
4,43061,4066,63911,14, ,0.74774
5,43061,3597,44245,5, ,0.774416
6,43061,4009,48666,5, ,0.76769
7,43061,5138,72446,4, ,0.727363
8,43061,2976,38414,7, ,0.744318
11,43061,6232,42483,4, ,0.662542
12,43061,2524,29920,1, ,0.698302
1,43060,17633,79997,0, , 
2,43060,1661,25015,3, , 
3,43060,1279,31488,0,52373.5682, 
4,43060,4052,63911,1, , 
5,43060,3592,44245,4, , 
6,43060,4004,48666,7, , 
7,43060,5134,72446,2, , 
8,43060,2969,38414,0, , 
11,43060,6228,42483,-1, , 
12,43060,2523,29920,0, , 
1,43059,17633,79997,0, , 
2,43059,1658,25015,0, , 
3,43059,1279,31488,2,19674.4906, 
4,43059,4051,63911,0, , 
5,43059,3588,44245,0, , 
6,43059,3997,48666,0, , 
7,43059,5132,72446,0, , 
8,43059,2969,38414,0, , 
11,43059,6229,42483,0, , 
12,43059,2523,29920,0, , 
1,43058,17633,79997,0, , 
2,43058,1658,25015,0, , 
3,43058,1277,31488,1,16162.7307, 
4,43058,4051,63911,10, , 
5,43058,3588,44245,5, , 
6,43058,3997,48666,13, , 
7,43058,5132,72446,5, , 
8,43058,2969,38414,3, , 
11,43058,6229,42483,8, , 
12,43058,2523,29920,7, , 
1,43057,17633,79997,655, , 
2,43057,1658,25015,7, , 
3,43057,1276,31488,3,15521.472, 
4,43057,4041,63911,12, , 
5,43057,3583,44245,8, , 
6,43057,3984,48666,19, , 
7,43057,5127,72446,8, , 
8,43057,2966,38414,20, , 
11,43057,6221,42483,21, , 
12,43057,2516,29920,15, , 
1,43056,16978,79997,0, , 
2,43056,1651,25015,0, , 
3,43056,1273,31488,0,13103.5377, 
4,43056,4029,63911,0, , 
5,43056,3575,44245,0, , 
6,43056,3965,48666,0, , 
7,43056,5119,72446,0, , 
8,43056,2946,38414,0, , 
11,43056,6200,42483,0, , 
12,43056,2501,29920,0, , 
1,43055,16978,79997,0, , 
2,43055,1651,25015,0, , 
3,43055,1273,31488,0,59458.592, 
4,43055,4029,63911,0, , 
5,43055,3575,44245,0, , 
6,43055,3965,48666,0, , 
7,43055,5119,72446,0, , 
8,43055,2946,38414,0, , 
11,43055,6200,42483,0, , 
12,43055,2501,29920,0, , 
1,43054,16978,79997,0, ,0.810877
2,43054,1651,25015,0, ,0.657928
3,43054,1273,31488,3,15519.3139,0.635863
4,43054,4029,63911,0, ,0.745072
5,43054,3575,44245,0, ,0.77147
6,43054,3965,48666,0, ,0.76467
7,43054,5119,72446,0, ,0.72486
8,43054,2946,38414,0, ,0.74148
11,43054,6200,42483,0, ,0.658806
12,43054,2501,29920,0, ,0.695945
1,43053,16978,79997,0, , 
2,43053,1651,25015,4, , 
3,43053,1270,31488,1,7989.54108, 
4,43053,4029,63911,15, , 
5,43053,3575,44245,10, , 
6,43053,3965,48666,13, , 
7,43053,5119,72446,10, , 
8,43053,2946,38414,4, , 
11,43053,6200,42483,6, , 
12,43053,2501,29920,3, , 
1,43052,16978,79997,0, , 
2,43052,1647,25015,0, , 
3,43052,1269,31488,0,18861.4612, 
4,43052,4014,63911,0, , 
5,43052,3565,44245,0, , 
6,43052,3952,48666,0, , 
7,43052,5109,72446,0, , 
8,43052,2942,38414,3, , 
11,43052,6194,42483,5, , 
12,43052,2498,29920,2, , 
1,43051,16978,79997,0, , 
2,43051,1647,25015,0, , 
3,43051,1269,31488,3,24165.0145, 
4,43051,4014,63911,0, , 
5,43051,3565,44245,0, , 
6,43051,3952,48666,0, , 
7,43051,5109,72446,0, , 
8,43051,2939,38414,0, , 
11,43051,6189,42483,0, , 
12,43051,2496,29920,0, , 
1,43050,16978,79997,0, , 
2,43050,1647,25015,8, , 
3,43050,1266,31488,0,22404.1787, 
4,43050,4014,63911,4, , 
5,43050,3565,44245,1, , 
6,43050,3952,48666,4, , 
7,43050,5109,72446,3, , 
8,43050,2939,38414,0, , 
11,43050,6189,42483,-5, , 
12,43050,2496,29920,0, , 
1,43049,16978,79997,0, , 
2,43049,1639,25015,0, , 
3,43049,1266,31488,5,36243.4647, 
4,43049,4010,63911,1, , 
5,43049,3564,44245,10, , 
6,43049,3948,48666,1, , 
7,43049,5106,72446,1, , 
8,43049,2939,38414,0, , 
11,43049,6194,42483,6, , 
12,43049,2496,29920,4, , 
1,43048,16978,79997,151, , 
2,43048,1639,25015,0, , 
3,43048,1261,31488,6,65593.7682, 
4,43048,4009,63911,4, , 
5,43048,3554,44245,1, , 
6,43048,3947,48666,-1, , 
7,43048,5105,72446,2, , 
8,43048,2939,38414,9, , 
11,43048,6188,42483,-1, , 
12,43048,2492,29920,5, , 
1,43047,16827,79997,0, ,0.80492
2,43047,1639,25015,4, ,0.654705
3,43047,1255,31488,2,27362.0685,0.633923
4,43047,4005,63911,10, ,0.742686
5,43047,3553,44245,7, ,0.76882
6,43047,3948,48666,0, ,0.761545
7,43047,5103,72446,6, ,0.722746
8,43047,2930,38414,17, ,0.738978
11,43047,6189,42483,15, ,0.654928
12,43047,2487,29920,8, ,0.693792
1,43046,16827,79997,0, , 
2,43046,1635,25015,3, , 
3,43046,1253,31488,0,33237.4827, 
4,43046,3995,63911,0, , 
5,43046,3546,44245,0, , 
6,43046,3948,48666,0, , 
7,43046,5097,72446,0, , 
8,43046,2913,38414,0, , 
11,43046,6174,42483,0, , 
12,43046,2479,29920,0, , 
1,43045,16827,79997,0, , 
2,43045,1632,25015,0, , 
3,43045,1253,31488,1,29529.2988, 
4,43045,3995,63911,1, , 
5,43045,3546,44245,6, , 
6,43045,3948,48666,-1, , 
7,43045,5097,72446,-6, , 
8,43045,2913,38414,0, , 
11,43045,6174,42483,0, , 
12,43045,2479,29920,0, , 
1,43044,16827,79997,0, , 
2,43044,1632,25015,0, , 
3,43044,1252,31488,1,20759.1905, 
4,43044,3994,63911,35, , 
5,43044,3540,44245,22, , 
6,43044,3949,48666,27, , 
7,43044,5103,72446,31, , 
8,43044,2913,38414,3, , 
11,43044,6174,42483,12, , 
12,43044,2479,29920,7, , 
1,43043,16827,79997,0, , 
2,43043,1632,25015,1, , 
3,43043,1251,31488,0,22628.0225, 
4,43043,3959,63911,-15, , 
5,43043,3518,44245,-6, , 
6,43043,3922,48666,-16, , 
7,43043,5072,72446,-21, , 
8,43043,2910,38414,4, , 
11,43043,6162,42483,6, , 
12,43043,2472,29920,3, , 
1,43042,16827,79997,0, , 
2,43042,1631,25015,0, , 
3,43042,1251,31488,2,17091.7588, 
4,43042,3974,63911,0, , 
5,43042,3524,44245,0, , 
6,43042,3938,48666,0, , 
7,43042,5093,72446,0, , 
8,43042,2906,38414,3, , 
11,43042,6156,42483,12, , 
12,43042,2469,29920,5, , 
1,43041,16827,79997,162, , 
2,43041,1631,25015,-1, , 
3,43041,1249,31488,0,15142.8121, 
4,43041,3974,63911,35, , 
5,43041,3524,44245,19, , 
6,43041,3938,48666,25, , 
7,43041,5093,72446,18, , 
8,43041,2903,38414,3, , 
11,43041,6144,42483,0, , 
12,43041,2464,29920,2, , 
1,43040,16665,79997,0, ,0.798863
2,43040,1632,25015,3, ,0.651246
3,43040,1249,31488,2,15188.5536,0.632364
4,43040,3939,63911,0, ,0.74027
5,43040,3505,44245,0, ,0.766255
6,43040,3913,48666,0, ,0.758253
7,43040,5075,72446,0, ,0.719975
8,43040,2900,38414,14, ,0.735444
11,43040,6144,42483,27, ,0.650859
12,43040,2462,29920,16, ,0.691299
1,43039,16665,79997,0, , 
2,43039,1629,25015,4, , 
3,43039,1247,31488,2,12121.1344, 
4,43039,3939,63911,0, , 
5,43039,3505,44245,0, , 
6,43039,3913,48666,0, , 
7,43039,5075,72446,0, , 
8,43039,2886,38414,0, , 
11,43039,6117,42483,1, , 
12,43039,2446,29920,0, , 
1,43038,16665,79997,0, , 
2,43038,1625,25015,0, , 
3,43038,1245,31488,1,22603.9587, 
4,43038,3939,63911,0, , 
5,43038,3505,44245,0, , 
6,43038,3913,48666,0, , 
7,43038,5075,72446,0, , 
8,43038,2886,38414,0, , 
11,43038,6116,42483,0, , 
12,43038,2446,29920,0, , 
1,43037,16665,79997,0, , 
2,43037,1625,25015,0, , 
3,43037,1244,31488,3,24810.8413, 
4,43037,3939,63911,0, , 
5,43037,3505,44245,0, , 
6,43037,3913,48666,0, , 
7,43037,5075,72446,0, , 
8,43037,2886,38414,7, , 
11,43037,6116,42483,5, , 
12,43037,2446,29920,6, , 
1,43036,16665,79997,0, , 
2,43036,1625,25015,-4, , 
3,43036,1241,31488,-1,23148.3743, 
4,43036,3939,63911,8, , 
5,43036,3505,44245,2, , 
6,43036,3913,48666,3, , 
7,43036,5075,72446,9, , 
8,43036,2879,38414,3, , 
11,43036,6111,42483,5, , 
12,43036,2440,29920,6, , 
1,43035,16665,79997,0, , 
2,43035,1629,25015,0, , 
3,43035,1242,31488,1,23856.8175, 
4,43035,3931,63911,12, , 
5,43035,3503,44245,1, , 
6,43035,3910,48666,2, , 
7,43035,5066,72446,6, , 
8,43035,2876,38414,4, , 
11,43035,6106,42483,7, , 
12,43035,2434,29920,4, , 
1,43034,16665,79997,130, , 
2,43034,1629,25015,3, , 
3,43034,1241,31488,1,55237.2022, 
4,43034,3919,63911,7, , 
5,43034,3502,44245,2, , 
6,43034,3908,48666,5, , 
7,43034,5060,72446,7, , 
8,43034,2872,38414,1, , 
11,43034,6099,42483,4, , 
12,43034,2430,29920,2, , 
1,43033,16535,79997,0, ,0.793457
2,43033,1626,25015,2, ,0.648613
3,43033,1240,31488,1,15591.1131,0.630456
4,43033,3912,63911,11, ,0.737469
5,43033,3500,44245,11, ,0.763308
6,43033,3903,48666,4, ,0.75517
7,43033,5053,72446,11, ,0.717218
8,43033,2871,38414,16, ,0.732812
11,43033,6095,42483,12, ,0.64679
12,43033,2428,29920,11, ,0.688668
1,43032,16535,79997,0, , 
2,43032,1624,25015,7, , 
3,43032,1239,31488,1,14238.077, 
4,43032,3901,63911,24, , 
5,43032,3489,44245,19, , 
6,43032,3899,48666,7, , 
7,43032,5042,72446,30, , 
8,43032,2855,38414,0, , 
11,43032,6083,42483,0, , 
12,43032,2417,29920,-1, , 
1,43031,16535,79997,0, , 
2,43031,1617,25015,0, , 
3,43031,1238,31488,0,13934.2787, 
4,43031,3877,63911,0, , 
5,43031,3470,44245,0, , 
6,43031,3892,48666,0, , 
7,43031,5012,72446,0, , 
8,43031,2855,38414,0, , 
11,43031,6083,42483,0, , 
12,43031,2418,29920,0, , 
1,43030,16535,79997,99, , 
2,43030,1617,25015,19, , 
3,43030,1238,31488,14,9164.32838, 
4,43030,3877,63911,44, , 
5,43030,3470,44245,26, , 
6,43030,3892,48666,12, , 
7,43030,5012,72446,36, , 
8,43030,2855,38414,31, , 
11,43030,6083,42483,43, , 
12,43030,2418,29920,42, , 
1,43029,16436,79997,0, , 
2,43029,1598,25015,0, , 
3,43029,1224,31488,0,14874.3411, 
4,43029,3833,63911,0, , 
5,43029,3444,44245,0, , 
6,43029,3880,48666,0, , 
7,43029,4976,72446,0, , 
8,43029,2824,38414,0, , 
11,43029,6040,42483,0, , 
12,43029,2376,29920,0, , 
1,43028,16436,79997,0, , 
2,43028,1598,25015,0, , 
3,43028,1224,31488,0,9673.67305, 
4,43028,3833,63911,0, , 
5,43028,3444,44245,0, , 
6,43028,3880,48666,0, , 
7,43028,4976,72446,0, , 
8,43028,2824,38414,0, , 
11,43028,6040,42483,0, , 
12,43028,2376,29920,0, , 
1,43027,16436,79997,0, , 
2,43027,1598,25015,0, , 
3,43027,1224,31488,0,17471.5233, 
4,43027,3833,63911,0, , 
5,43027,3444,44245,0, , 
6,43027,3880,48666,0, , 
7,43027,4976,72446,0, , 
8,43027,2824,38414,0, , 
11,43027,6040,42483,0, , 
12,43027,2376,29920,0, , 
1,43026,16436,79997,0, ,0.788782
2,43026,1598,25015,0, ,0.645429
3,43026,1224,31488,0,12104.0115,0.628579
4,43026,3833,63911,0, ,0.734816
5,43026,3444,44245,0, ,0.760594
6,43026,3880,48666,0, ,0.751374
7,43026,4976,72446,0, ,0.714475
8,43026,2824,38414,0, ,0.730542
11,43026,6040,42483,0, ,0.642983
12,43026,2376,29920,0, ,0.685457
1,43025,16436,79997,0, , 
2,43025,1598,25015,0, , 
3,43025,1224,31488,0,7885.05915, 
4,43025,3833,63911,0, , 
5,43025,3444,44245,0, , 
6,43025,3880,48666,0, , 
7,43025,4976,72446,0, , 
8,43025,2824,38414,0, , 
11,43025,6040,42483,0, , 
12,43025,2376,29920,0, , 
1,43024,16436,79997,0, , 
2,43024,1598,25015,0, , 
3,43024,1224,31488,0,47659.6642, 
4,43024,3833,63911,0, , 
5,43024,3444,44245,0, , 
6,43024,3880,48666,0, , 
7,43024,4976,72446,0, , 
8,43024,2824,38414,0, , 
11,43024,6040,42483,0, , 
12,43024,2376,29920,0, , 
1,43023,16436,79997,0, , 
2,43023,1598,25015,0, , 
3,43023,1224,31488,0,16304.6908, 
4,43023,3833,63911,0, , 
5,43023,3444,44245,0, , 
6,43023,3880,48666,0, , 
7,43023,4976,72446,0, , 
8,43023,2824,38414,0, , 
11,43023,6040,42483,0, , 
12,43023,2376,29920,0, , 
1,43022,16436,79997,0, , 
2,43022,1598,25015,0, , 
3,43022,1224,31488,0,8990.42963, 
4,43022,3833,63911,0, , 
5,43022,3444,44245,0, , 
6,43022,3880,48666,0, , 
7,43022,4976,72446,0, , 
8,43022,2824,38414,0, , 
11,43022,6040,42483,0, , 
12,43022,2376,29920,0, , 
1,43021,16436,79997,0, , 
2,43021,1598,25015,0, , 
3,43021,1224,31488,0,19507.044, 
4,43021,3833,63911,20, , 
5,43021,3444,44245,9, , 
6,43021,3880,48666,9, , 
7,43021,4976,72446,13, , 
8,43021,2824,38414,0, , 
11,43021,6040,42483,0, , 
12,43021,2376,29920,0, , 
1,43020,16436,79997,99, , 
2,43020,1598,25015,0, , 
3,43020,1224,31488,1,16015.2117, 
4,43020,3813,63911,0, , 
5,43020,3435,44245,0, , 
6,43020,3871,48666,0, , 
7,43020,4963,72446,0, , 
8,43020,2824,38414,3, , 
11,43020,6040,42483,1, , 
12,43020,2376,29920,2, , 
1,43019,16337,79997,0, ,0.783365
2,43019,1598,25015,0, ,0.642009
3,43019,1223,31488,3,16469.0573,0.626384
4,43019,3813,63911,6, ,0.732193
5,43019,3435,44245,4, ,0.75716
6,43019,3871,48666,2, ,0.747368
7,43019,4963,72446,4, ,0.711638
8,43019,2821,38414,7, ,0.728246
11,43019,6039,42483,11, ,0.638509
12,43019,2374,29920,13, ,0.683133
1,43018,16337,79997,0, , 
2,43018,1598,25015,4, , 
3,43018,1220,31488,0, , 
4,43018,3807,63911,5, , 
5,43018,3431,44245,2, , 
6,43018,3869,48666,-1, , 
7,43018,4959,72446,5, , 
8,43018,2814,38414,0, , 
11,43018,6028,42483,0, , 
12,43018,2361,29920,0, , 
1,43017,16337,79997,0, , 
2,43017,1594,25015,0, , 
3,43017,1220,31488,2,67715.8883, 
4,43017,3802,63911,0, , 
5,43017,3429,44245,0, , 
6,43017,3870,48666,0, , 
7,43017,4954,72446,0, , 
8,43017,2814,38414,0, , 
11,43017,6028,42483,0, , 
12,43017,2361,29920,0, , 
1,43016,16337,79997,0, , 
2,43016,1594,25015,0, , 
3,43016,1218,31488,2,17198.4387, 
4,43016,3802,63911,6, , 
5,43016,3429,44245,8, , 
6,43016,3870,48666,2, , 
7,43016,4954,72446,8, , 
8,43016,2814,38414,5, , 
11,43016,6028,42483,10, , 
12,43016,2361,29920,5, , 
1,43015,16337,79997,0, , 
2,43015,1594,25015,0, , 
3,43015,1216,31488,2,51471.9044, 
4,43015,3796,63911,1, , 
5,43015,3421,44245,11, , 
6,43015,3868,48666,4, , 
7,43015,4946,72446,2, , 
8,43015,2809,38414,0, , 
11,43015,6018,42483,5, , 
12,43015,2356,29920,3, , 
1,43014,16337,79997,0, , 
2,43014,1594,25015,1, , 
3,43014,1214,31488,2, , 
4,43014,3795,63911,1, , 
5,43014,3410,44245,2, , 
6,43014,3864,48666,1, , 
7,43014,4944,72446,3, , 
8,43014,2809,38414,4, , 
11,43014,6013,42483,4, , 
12,43014,2353,29920,8, , 
1,43013,16337,79997,130, , 
2,43013,1593,25015,2, , 
3,43013,1212,31488,3,21579.6161, 
4,43013,3794,63911,4, , 
5,43013,3408,44245,17, , 
6,43013,3863,48666,13, , 
7,43013,4941,72446,6, , 
8,43013,2805,38414,166, , 
11,43013,6009,42483,151, , 
12,43013,2345,29920,100, , 
1,43012,16207,79997,0, ,0.778397
2,43012,1591,25015,-1, ,0.639337
3,43012,1209,31488,6,24599.5185,0.624189
4,43012,3790,63911,0, ,0.728918
5,43012,3391,44245,0, ,0.753365
6,43012,3850,48666,0, ,0.742985
7,43012,4935,72446,0, ,0.709015
8,43012,2639,38414,0, ,0.725047
11,43012,5858,42483,0, ,0.63356
12,43012,2245,29920,0, ,0.679649
1,43011,16207,79997,0, , 
2,43011,1592,25015,8, , 
3,43011,1203,31488,1,14863.298, 
4,43011,3790,63911,1, , 
5,43011,3391,44245,2, , 
6,43011,3850,48666,3, , 
7,43011,4935,72446,2, , 
8,43011,2639,38414,0, , 
11,43011,5858,42483,0, , 
12,43011,2245,29920,0, , 
1,43010,16207,79997,0, , 
2,43010,1584,25015,0, , 
3,43010,1202,31488,5,62861.59488, 
4,43010,3789,63911,9, , 
5,43010,3389,44245,16, , 
6,43010,3847,48666,14, , 
7,43010,4933,72446,12, , 
8,43010,2639,38414,0, , 
11,43010,5858,42483,0, , 
12,43010,2245,29920,0, , 
1,43009,16207,79997,0, , 
2,43009,1584,25015,0, , 
3,43009,1197,31488,2,43136.41188, 
4,43009,3780,63911,4, , 
5,43009,3373,44245,7, , 
6,43009,3833,48666,11, , 
7,43009,4921,72446,7, , 
8,43009,2639,38414,0, , 
11,43009,5858,42483,0, , 
12,43009,2245,29920,0, , 
1,43008,16207,79997,0, , 
2,43008,1584,25015,0, , 
3,43008,1195,31488,0,46348.87128, 
4,43008,3776,63911,0, , 
5,43008,3366,44245,0, , 
6,43008,3822,48666,0, , 
7,43008,4914,72446,0, , 
8,43008,2639,38414,0, , 
11,43008,5858,42483,0, , 
12,43008,2245,29920,0, , 
1,43007,16207,79997,121, , 
2,43007,1584,25015,0, , 
3,43007,1195,31488,0,28017.19524, 
4,43007,3776,63911,7, , 
5,43007,3366,44245,4, , 
6,43007,3822,48666,3, , 
7,43007,4914,72446,1, , 
8,43007,2639,38414,0, , 
11,43007,5858,42483,0, , 
12,43007,2245,29920,0, , 
1,43006,16086,79997,0, , 
2,43006,1584,25015,4, , 
3,43006,1195,31488,1,37774.8162, 
4,43006,3769,63911,0, , 
5,43006,3362,44245,0, , 
6,43006,3819,48666,0, , 
7,43006,4913,72446,0, , 
8,43006,2639,38414,0, , 
11,43006,5858,42483,0, , 
12,43006,2245,29920,0, , 
1,43005,16086,79997,0, ,0.77207
2,43005,1580,25015,1, ,0.635485
3,43005,1194,31488,0,49230.117,0.621389
4,43005,3769,63911,13, ,0.725702
5,43005,3362,44245,21, ,0.74974
6,43005,3819,48666,12, ,0.739
7,43005,4913,72446,27, ,0.705763
8,43005,2639,38414,0, ,0.721358
11,43005,5858,42483,0, ,0.627968
12,43005,2245,29920,0, ,0.676369
1,43004,16086,79997,0, , 
2,43004,1579,25015,5, , 
3,43004,1194,31488,2,42628.31424, 
4,43004,3756,63911,0, , 
5,43004,3341,44245,0, , 
6,43004,3807,48666,0, , 
7,43004,4886,72446,0, , 
8,43004,2639,38414,0, , 
11,43004,5858,42483,0, , 
12,43004,2245,29920,0, , 
1,43003,16086,79997,0, , 
2,43003,1574,25015,0, , 
3,43003,1192,31488,1,46399.4202, 
4,43003,3756,63911,0, , 
5,43003,3341,44245,0, , 
6,43003,3807,48666,0, , 
7,43003,4886,72446,0, , 
8,43003,2639,38414,0, , 
11,43003,5858,42483,0, , 
12,43003,2245,29920,0, , 
1,43002,16086,79997,0, , 
2,43002,1574,25015,0, , 
3,43002,1191,31488,1,40595.8788, 
4,43002,3756,63911,0, , 
5,43002,3341,44245,0, , 
6,43002,3807,48666,0, , 
7,43002,4886,72446,0, , 
8,43002,2639,38414,0, , 
11,43002,5858,42483,0, , 
12,43002,2245,29920,0, , 
1,43001,16086,79997,92, , 
2,43001,1574,25015,5, , 
3,43001,1190,31488,15,27537.82176, 
4,43001,3756,63911,26, , 
5,43001,3341,44245,22, , 
6,43001,3807,48666,22, , 
7,43001,4886,72446,33, , 
8,43001,2639,38414,0, , 
11,43001,5858,42483,0, , 
12,43001,2245,29920,0, , 
1,43000,15994,79997,0, , 
2,43000,1569,25015,0, , 
3,43000,1175,31488,0,15758.85276, 
4,43000,3730,63911,0, , 
5,43000,3319,44245,0, , 
6,43000,3785,48666,0, , 
7,43000,4853,72446,0, , 
8,43000,2639,38414,0, , 
11,43000,5858,42483,0, , 
12,43000,2245,29920,0, , 
1,42999,15994,79997,0, , 
2,42999,1569,25015,0, , 
3,42999,1175,31488,0,13334.4966, 
4,42999,3730,63911,0, , 
5,42999,3319,44245,0, , 
6,42999,3785,48666,0, , 
7,42999,4853,72446,0, , 
8,42999,2639,38414,0, , 
11,42999,5858,42483,0, , 
