Zip Code,Date,Cases to Date,Population,New Cases,Viral RNA Concentration (copies/gram of dry sludge),Proportion of Population Fully Vaccinated
92154,7/20/22,33949,79997,0, , 
92154,7/19/22,33949,79997,0, ,0.968622
92154,7/18/22,33949,79997,0, , 
92154,7/17/22,33949,79997,0, , 
92154,7/16/22,33949,79997,0, , 
92154,7/15/22,33949,79997,0, , 
92154,7/14/22,33949,79997,442, , 
92154,7/13/22,33507,79997,0, , 
92154,7/12/22,33507,79997,0, ,0.967195
92154,7/11/22,33507,79997,0, , 
92154,7/10/22,33507,79997,0, , 
92154,7/9/22,33507,79997,0, , 
92154,7/8/22,33507,79997,0, , 
92154,7/7/22,33507,79997,482, , 
92154,7/6/22,33025,79997,0, , 
92154,7/5/22,33025,79997,0, ,0.965835
92154,7/4/22,33025,79997,0, , 
92154,7/3/22,33025,79997,0, , 
92154,7/2/22,33025,79997,0, , 
92154,7/1/22,33025,79997,0, , 
92154,6/30/22,33025,79997,340, , 
92154,6/29/22,32685,79997,0, , 
92154,6/28/22,32685,79997,0, ,0.964688
92154,6/27/22,32685,79997,0, , 
92154,6/26/22,32685,79997,0, , 
92154,6/25/22,32685,79997,0, , 
92154,6/24/22,32685,79997,0, , 
92154,6/23/22,32685,79997,391, , 
92154,6/22/22,32294,79997,0, , 
92154,6/21/22,32294,79997,0, ,0.963407
92154,6/20/22,32294,79997,0, , 
92154,6/19/22,32294,79997,0, , 
92154,6/18/22,32294,79997,0, , 
92154,6/17/22,32294,79997,0, , 
92154,6/16/22,32294,79997,328, , 
92154,6/15/22,31966,79997,0, , 
92154,6/14/22,31966,79997,0, ,0.962452
92154,6/13/22,31966,79997,0, , 
92154,6/12/22,31966,79997,0, , 
92154,6/11/22,31966,79997,0, , 
92154,6/10/22,31966,79997,0, , 
92154,6/9/22,31966,79997,246, , 
92154,6/8/22,31720,79997,0, , 
92154,6/7/22,31720,79997,0, ,0.961261
92154,6/6/22,31720,79997,0, , 
92154,6/5/22,31720,79997,0, , 
92154,6/4/22,31720,79997,0, , 
92154,6/3/22,31720,79997,0, , 
92154,6/2/22,31720,79997,238, , 
92154,6/1/22,31482,79997,0, , 
92154,5/31/22,31482,79997,0, ,0.960418
92154,5/30/22,31482,79997,0, , 
92154,5/29/22,31482,79997,0, , 
92154,5/28/22,31482,79997,0, , 
92154,5/27/22,31482,79997,0, , 
92154,5/26/22,31482,79997,201, , 
92154,5/25/22,31281,79997,0, , 
92154,5/24/22,31281,79997,0, ,0.959316
92154,5/23/22,31281,79997,0, , 
92154,5/22/22,31281,79997,0, , 
92154,5/21/22,31281,79997,0, , 
92154,5/20/22,31281,79997,0, , 
92154,5/19/22,31281,79997,126, , 
92154,5/18/22,31155,79997,0, , 
92154,5/17/22,31155,79997,0, ,0.958327
92154,5/16/22,31155,79997,0, , 
92154,5/15/22,31155,79997,0, , 
92154,5/14/22,31155,79997,0, , 
92154,5/13/22,31155,79997,0, , 
92154,5/12/22,31155,79997,73, , 
92154,5/11/22,31082,79997,0, , 
92154,5/10/22,31082,79997,0, ,0.957327
92154,5/9/22,31082,79997,0, , 
92154,5/8/22,31082,79997,0, , 
92154,5/7/22,31082,79997,0, , 
92154,5/6/22,31082,79997,0, , 
92154,5/5/22,31082,79997,72, , 
92154,5/4/22,31010,79997,0, , 
92154,5/3/22,31010,79997,0, ,0.955922
92154,5/2/22,31010,79997,0, , 
92154,5/1/22,31010,79997,0, , 
92154,4/30/22,31010,79997,0, , 
92154,4/29/22,31010,79997,0, , 
92154,4/28/22,31010,79997,0, , 
92154,4/27/22,31010,79997,68, , 
92154,4/26/22,30942,79997,0, ,0.954113
92154,4/25/22,30942,79997,0, , 
92154,4/24/22,30942,79997,0, , 
92154,4/23/22,30942,79997,0, , 
92154,4/22/22,30942,79997,0, , 
92154,4/21/22,30942,79997,0, , 
92154,4/20/22,30942,79997,51, , 
92154,4/19/22,30891,79997,0, ,0.95273
92154,4/18/22,30891,79997,0, , 
92154,4/17/22,30891,79997,0, , 
92154,4/16/22,30891,79997,0, , 
92154,4/15/22,30891,79997,0, , 
92154,4/14/22,30891,79997,0, , 
92154,4/13/22,30891,79997,92, , 
92154,4/12/22,30799,79997,0, ,0.951236
92154,4/11/22,30799,79997,0, , 
92154,4/10/22,30799,79997,0, , 
92154,4/9/22,30799,79997,0, , 
92154,4/8/22,30799,79997,0, , 
92154,4/7/22,30799,79997,0, , 
92154,4/6/22,30799,79997,56, , 
92154,4/5/22,30743,79997,0, ,0.949269
92154,4/4/22,30743,79997,0, , 
92154,4/3/22,30743,79997,0, , 
92154,4/2/22,30743,79997,0, , 
92154,4/1/22,30743,79997,0, , 
92154,3/31/22,30743,79997,0, , 
92154,3/30/22,30743,79997,64, , 
92154,3/29/22,30679,79997,0, ,0.947336
92154,3/28/22,30679,79997,0, , 
92154,3/27/22,30679,79997,0, , 
92154,3/26/22,30679,79997,0, , 
92154,3/25/22,30679,79997,0, , 
92154,3/24/22,30679,79997,0, , 
92154,3/23/22,30679,79997,91, , 
92154,3/22/22,30588,79997,0, ,0.945122
92154,3/21/22,30588,79997,0, , 
92154,3/20/22,30588,79997,0, , 
92154,3/19/22,30588,79997,0, , 
92154,3/18/22,30588,79997,0, , 
92154,3/17/22,30588,79997,0, , 
92154,3/16/22,30588,79997,142, , 
92154,3/15/22,30446,79997,0, ,0.941615
92154,3/14/22,30446,79997,0, , 
92154,3/13/22,30446,79997,0, , 
92154,3/12/22,30446,79997,0, , 
92154,3/11/22,30446,79997,0, , 
92154,3/10/22,30446,79997,0, , 
92154,3/9/22,30446,79997,141, , 
92154,3/8/22,30305,79997,0, ,0.938008
92154,3/7/22,30305,79997,0, , 
92154,3/6/22,30305,79997,0, , 
92154,3/5/22,30305,79997,0, , 
92154,3/4/22,30305,79997,0, , 
92154,3/3/22,30305,79997,0, , 
92154,3/2/22,30305,79997,183, , 
92154,3/1/22,30122,79997,0, ,0.933625
92154,2/28/22,30122,79997,0, , 
92154,2/27/22,30122,79997,0, , 
92154,2/26/22,30122,79997,0, , 
92154,2/25/22,30122,79997,0, , 
92154,2/24/22,30122,79997,0, , 
